ICAO,IATA,Name,City,Country,Altitude,Latitude,Longitude
VNVT,BIR,BIRATNAGAR,BIRATNAGAR,NEPAL,72,26.483,87.264
KBIS,BIS,Bismarck Municipal Airport,BISMARCK,USA,N/A,N/A,N/A
FEFR,BIV,BRIA,BRIA,CENTRAL AFRICAN REP.,602,6.528,21.989
KBIX,BIX,KEESLER AFB,BILOXI,USA,11,30.411,-88.924
DAAE,BJA,SOUMMAM,BEJAJA,ALGERIA,7,36.712,5.07
ENBS,BJF,BATSFJORD,BATSFJORD,NORWAY,150,70.6,29.692
KBJI,BJI,Bemidji Regional Airport,BEMIDJI,USA,N/A,N/A,N/A
GBYD,BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,29,13.338,-16.652
HBBA,BJM,BUJUMBURA INTERNATIONAL,BUJUMBURA,BURUNDI,787,-3.324,29.318
SLBJ,BJO,BERMEJO,BERMEJO,BOLIVIA,381,-22.769,-64.315
HABD,BJR,BAHIR DAR,BAHAR DAR,ETHIOPIA,1829,11.608,37.321
WRKB,BJW,N/A,BAJAWA,INDONESIA,0,0,0
MMLO,BJX,DE GUANAJUATO INTERNATIONAL,DEL BAJIO,MEXICO,1820,20.993,-101.481
LEBZ,BJZ,TALAVERA LA REAL,BADAJOZ,SPAIN,186,38.891,-6.821
KBKF,BKF,BUCKLEY AFB,BUCKLEY,USA,1726,39.702,-104.751
KBBG,BKG,Branson Airport,BRANSON,USA,N/A,N/A,N/A
PHBK,BKH,BARKING SANDS PMRF,BARKING SANDS,USA,5,22.022,-159.787
WBKK,BKI,KOTA KINABALU INTERNATIONAL,KOTA KINABALU,MALAYSIA,4,5.937,116.051
GUOK,BKJ,N/A,BOKE,GUINEA,0,0,0
VTBD,BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,3,13.912,100.607
WBGO,BKM,N/A,BAKELALAN,MALAYSIA,0,0,0
GABS,BKO,BAMAKO SENOU,BAMAKO,MALI,381,12.533,-7.95
FTTK,BKR,N/A,BOKORO,CHAD,0,0,0
WIPL,BKS,PADANG KEMILING,BENGKULU,INDONESIA,16,-3.864,102.341
FMSV,BKU,N/A,BETIOKY,MADAGASCAR,0,0,0
FZMA,BKY,BUKAVU KAVUMU,BUKAVU/KAVUMU,ZAIRE,1720,-2.309,28.809
HTBU,BKZ,N/A,BUKOBA,TANZANIA,0,0,0
SVBC,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,BARCELONA,VENEZUELA,8,10.107,-64.689
FKKG,BLC,N/A,BALI,CAMEROON,0,0,0
KBVU,BLD,Boulder City Municipal Airport,BOULDER CITY,USA,N/A,N/A,N/A
ESSD,BLE,BORLANGE,BORLANGE,SWEDEN,154,60.422,15.515
WBGC,BLG,N/A,BELAGA,MALAYSIA,0,0,0
KBLI,BLI,BELLINGHAM INTERNATIONAL,BELLINGHAM,USA,52,48.792,-122.537
EGNH,BLK,BLACKPOOL,BLACKPOOL,ENGLAND,11,53.772,-3.029
EKBI,BLL,BILLUND,BILLUND,DENMARK,76,55.74,9.152
LIPE,BLQ,BOLOGNA,BOLOGNA,ITALY,38,44.534,11.29
VOBG,BLR,BANGALORE,BANGALORE,INDIA,889,12.95,77.668
KBLV,BLV,SCOTT AFB MIDAMERICA,BELLEVILLE,USA,140,38.545,-89.835
FWCL,BLZ,CHILEKA INTERNATIONAL,BLANTYRE,MALAWI,779,-15.679,34.974
ESSB,BMA,BROMMA,STOCKHOLM,SWEDEN,15,59.354,17.941
FZFU,BMB,N/A,BUMBA,ZAIRE,0,0,0
FMML,BMD,N/A,BELO SUR TSIRIBIHINA,MADAGASCAR,0,0,0
YPBR,BME,N/A,BROOME,AUSTRALIA,0,0,0
KBMI,BMI,Central Illinois Regional Airport at Bloomington-Normal,BLOOMINGTON / NORMAL,USA,N/A,N/A,N/A
EDWR,BMK,BORKUM,BORKUM,GERMANY,1,53.595,6.709
FOOB,BMM,BITAM,BITAM,GABON,601,2.076,11.493
WRRB,BMU,MUHAMMAD SALAHUDDIN,BIMA,INDONESIA,22,-8.539,118.687
DATM,BMW,N/A,BORDJ MOKHTAR,ALGERIA,0,0,0
KBNA,BNA,NASHVILLE INTERNATIONAL,NASHVILLE,USA,183,36.124,-86.678
FZGN,BNB,N/A,BOENDE,ZAIRE,0,0,0
FZNP,BNC,N/A,BENI,ZAIRE,0,0,0
OIKB,BND,BANDAR ABBASS INTERNATIONAL,BANDAR ABBAS,IRAN,7,27.218,56.378
YBBN,BNE,BRISBANE INTERNATIONAL,BRISBANE,AUSTRALIA,4,-27.384,153.118
DNBE,BNI,BENIN,BENIN,NIGERIA,79,6.317,5.599
ENBN,BNN,BRONNOY,BRONNOYSUND,NORWAY,8,65.459,12.214
DFOB,BNR,N/A,BANFORA,BURKINA FASO,0,0,0
SVBI,BNS,BARINAS,BARINAS,VENEZUELA,203,8.619,-70.221
NTTB,BOB,BORA BORA,BORA BORA,FRENCH POLYNESIA,4,-16.444,-151.751
MPBO,BOC,BOCAS DEL TORO,BOCAS DEL TORO,PANAMA,4,9.341,-82.251
LFBD,BOD,MERIGNAC,BORDEAUX,FRANCE,50,44.828,-0.716
FCOB,BOE,N/A,BOUNDJI,CONGO,0,0,0
SKBO,BOG,ELDORADO INTERNATIONAL,BOGOTA,COLOMBIA,2549,4.701,-74.147
EGHH,BOH,BOURNEMOUTH,BOURNEMOUTH,ENGLAND,12,50.78,-1.843
KBOI,BOI,BOISE AIR TERMINAL,BOISE,USA,876,43.564,-116.223
LBBG,BOJ,BURGAS,BOURGAS,BULGARIA,42,42.569,27.514
VABB,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,12,19.089,72.868
TNCB,BON,FLAMINGO,KRALENDIJK,ANTILLES,7,12.131,-68.268
ENBO,BOO,BODO,BODOE,NORWAY,13,67.269,14.363
FEFO,BOP,BOUAR,BOUAR,CENTRAL AFRICAN REP.,1025,5.958,15.637
LFSQ,BOR,N/A,BELFORT,FRANCE,0,0,0
KBOS,BOS,GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL,BOSTON,USA,6,42.364,-71.005
LFLD,BOU,BOURGES,BOURGES,FRANCE,162,47.058,2.37
DFOO,BOY,BOBO DIOULASSO,BOBO-DIOULASSO,BURKINA FASO,461,11.16,-4.331
FEGZ,BOZ,N/A,BOZOUM,CENTRAL AFRICAN REP.,0,0,0
FKKV,BPC,BAMENDA,BAMENDA,CAMEROON,1240,6.039,10.123
SBXG,BPG,N/A,BARRA DO GARCAS,BRAZIL,0,0,0
WRLL,BPN,SEPINGGAN,BALIKPAPAN,INDONESIA,4,-1.268,116.894
KBPT,BPT,SOUTHEAST TEXAS RGNL,BEAUMONT,USA,5,29.951,-94.021
FMNQ,BPY,BESALAMPY,BESALAMPY,MADAGASCAR,39,-16.742,44.481
EGKB,BQH,BIGGIN HILL,BIGGIN HILL,ENGLAND,183,51.331,0.033
KNEA,BQK,N/A,BRUNSWICK,USA,0,0,0
TJBQ,BQN,RAFAEL HERNANDEZ,AGUADILLA,PUERTO RICO,73,18.495,-67.129
DIBN,BQO,N/A,BUONA,IVORY COAST,0,0,0
UHBB,BQS,IGNATYEVO,BLAGOVESCHENSK,RUSSIA,196,50.422,127.41
SAZS,BRC,SAN CARLOS DE BARILOCHE,SAN CARLOS DE BARILOCH,ARGENTINA,847,-41.151,-71.157
KBRD,BRD,Brainerd Lakes Regional Airport,BRAINERD,USA,N/A,N/A,N/A
EDDW,BRE,BREMEN,BREMEN,GERMANY,5,53.047,8.787
LIBD,BRI,PALESE MACCHIE,BARI,ITALY,54,41.138,16.761
SVBM,BRM,BARQUISIMETO INTERNATIONAL,BARQUISIMETO,VENEZUELA,623,10.043,-69.358
LSZB,BRN,BERN BELP,BERN,SWITZERLAND,510,46.914,7.497
KBRO,BRO,BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL,BROWNSVILLE,USA,7,25.907,-97.426
LKTB,BRQ,TURANY,TURANY,CZECH REPUBLIC,237,49.151,16.694
EGPR,BRR,N/A,BARRA,UK,0,0,0
EGGD,BRS,BRISTOL,BRISTOL,ENGLAND,190,51.383,-2.719
EBBR,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,57,50.902,4.499
EDWB,BRV,BREMERHAVEN,BREMERHAVEN,GERMANY,4,53.503,8.573
PABR,BRW,WILEY POST WILL ROGERS MEM,BARROW,USA,14,71.285,-156.766
MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,DOMINICAN REPUBLIC,4,18.251,-71.12
SBBR,BSB,PRESIDENTE JUSCELINO KUBITSCHEK,BRASILIA,BRAZIL,1061,-15.862,-47.913
SKBS,BSC,JOSE CELESTINO MUTIS,BAHIA SOLANO,COLOMBIA,25,6.203,-77.394
PHSF,BSF,BRADSHAW AAF,BRADSHAW FIELD,USA,1887,19.76,-155.554
FGBT,BSG,BATA,BATA,EQUATORIAL GUINEA,11,1.905,9.806
DAUB,BSK,BISKRA,BISKRA,ALGERIA,89,34.793,5.738
FEFS,BSN,N/A,BOSSANGOA,CENTRAL AFRICAN REP.,0,0,0
ORMM,BSR,BASRAH INTERNATIONAL,BASRAH,IRAQ,4,30.549,47.662
OABT,BST,N/A,BOST,AFGHANISTAN,0,0,0
FZEN,BSU,N/A,BASANKUSU,ZAIRE,0,0,0
FKKO,BTA,N/A,BERTOUA,CAMEROON,0,0,0
FCOT,BTB,N/A,BETOU,CONGO,0,0,0
GFBN,BTE,N/A,BONTHE,SIERRA LEONE,0,0,0
WIKB,BTH,HANG NADIM,BATAM,INDONESIA,39,1.121,104.119
PABA,BTI,BARTER ISLAND LRRS,BARTER ISLAND,USA,2,70.134,-143.577
WITT,BTJ,SULTAN ISKANDARMUDA,BANDA ACEH,INDONESIA,20,5.523,95.42
UIBB,BTK,BRATSK,BRATSK,RUSSIA,492,56.371,101.699
KBTM,BTM,Bert Mooney Airport,BUTTE,USA,N/A,N/A,N/A
KBTR,BTR,BATON ROUGE METRO RYAN FLD,BATON ROUGE,USA,22,30.533,-91.149
LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,133,48.17,17.212
PABT,BTT,BETTLES,BETTLES,USA,196,66.915,-151.528
WBGB,BTU,BINTULU,BINTULU,MALAYSIA,2,3.172,113.044
KBTV,BTV,BURLINGTON INTERNATIONAL,BURLINGTON,USA,103,44.472,-73.153
LTBE,BTZ,BURSA,BURSA,TURKEY,101,40.232,29.009
LHBP,BUD,FERIHEGY,BUDAPEST,HUNGARY,151,47.437,19.256
KBUF,BUF,BUFFALO NIAGARA INTERNATIONAL,BUFFALO,USA,221,42.94,-78.732
FNBG,BUG,BENGUELA,BENGUELA,ANGOLA,36,-12.609,13.404
WAJB,BUI,N/A,BOKONDINI,INDONESIA,0,0,0
SKBU,BUN,GERARDO TOBAR LOPEZ,BUENAVENTURA,COLOMBIA,15,3.819,-76.99
HCMV,BUO,N/A,BURAO,SOMALIA,0,0,0
FVBU,BUQ,JOSHUA MQABUKO NKOMO INTERNATIONAL,BULAWAYO,ZIMBABWE,1329,-20.017,28.618
KBUR,BUR,BURBANK GLENDALE PASADENA,BURBANK,USA,238,34.201,-118.359
WAAB,BUW,N/A,BAU BAU,INDONESIA,0,0,0
FZKA,BUX,BUNIA,BUNIA,ZAIRE,1233,1.566,30.221
OIBB,BUZ,BUSHEHR,BUSHEHR,IRAN,22,28.945,50.834
LFOB,BVA,TILLE,BEAUVAIS,FRANCE,110,49.454,2.113
SBBV,BVB,BOA VISTA,BOA VISTA,BRAZIL,85,2.846,-60.69
GVBA,BVC,RABIL,BOA VISTA,CAPE VERDE ISLANDS,22,16.137,-22.889
LFBV,BVE,LA ROCHE,BRIVE,FRANCE,116,45.151,1.469
ENBV,BVG,N/A,BERLEVAG,NORWAY,0,0,0
SBVH,BVH,VILHENA,VILHENA,BRAZIL,616,-12.694,-60.098
VNBW,BWA,BHAIRAHAWA,BHAIRAWA,NEPAL,110,27.506,83.416
EDVE,BWE,BRAUNSCHWEIG,BRAUNSCHWEIG,GERMANY,91,52.319,10.556
EGNL,BWF,WALNEY ISLAND,BARROW ISLAND,ENGLAND,15,54.13,-3.256
KBWI,BWI,BALTIMORE WASHINGTON INTERNATIONAL,BALTIMORE,USA,45,39.175,-76.668
WBSB,BWN,BRUNEI INTERNATIONAL,BRUNEI,BRUNEI,23,4.946,114.928
YSBK,BWU,SYDNEY BANKSTOWN,SYDNEY,AUSTRALIA,9,-33.924,150.988
WASO,BXB,N/A,BABO,INDONESIA,0,0,0
WAKE,BXD,N/A,BADE,INDONESIA,0,0,0
GOTB,BXE,BAKEL,BAKEL,SENEGAL,30,14.847,-12.468
DIBI,BXI,N/A,BOUNDIALI,IVORY COAST,0,0,0
GGOV,BXO,BISSAU OSWALDO VIEIRA INTERNATIONAL,BISSAU,GUINEA BISSAU,40,11.895,-15.654
RPWE,BXU,N/A,BUTUAN,PHILIPPINES,0,0,0
SLYA,BYC,N/A,YACUIBA,BOLIVIA,0,0,0
KBYH,BYH,ARKANSAS INTERNATIONAL,BLYTHEVILLE,USA,77,35.964,-89.943
DIBK,BYK,BOUAKE,BOUAKE,IVORY COAST,375,7.739,-5.074
MUBY,BYM,CARLOS MANUEL DE CESPEDES,BAYAMO,CUBA,62,20.396,-76.621
KBYS,BYS,BICYCLE LAKE AAF,FORT IRWIN,USA,717,35.28,-116.63
EDQD,BYU,BAYREUTH,BAYREUTH,GERMANY,488,49.984,11.638
MZBZ,BZE,PHILIP S W GOLDSON INTERNATIONAL,BELIZE CITY,BELIZE,5,17.539,-88.308
LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,101,39.619,27.925
UUBP,BZK,BRYANSK,BRYANSK,RUSSIA,203,53.214,34.176
KBZN,BZN,Bozeman Yellowstone International Airport (was Gallatin Field),BOZEMAN,USA,N/A,N/A,N/A
LIPB,BZO,BOLZANO,BOLZANO,ITALY,239,46.461,11.326
LFMU,BZR,VIAS,BEZIERS,FRANCE,18,43.324,3.356
FCBB,BZV,BRAZZAVILLE MAYA MAYA,BRAZZAVILLE,CONGO,320,-4.252,15.253
EGVN,BZZ,BRIZE NORTON,BRIZE NORTON,ENGLAND,88,51.75,-1.584
FNCA,CAB,CABINDA,CABINDA,ANGOLA,21,-5.597,12.188
SBCA,CAC,CASCAVEL,CASCAVEL,BRAZIL,754,-25,-53.501
KCAE,CAE,COLUMBIA METROPOLITAN,COLOMBIA,USA,72,33.939,-81.119
LIEE,CAG,ELMAS,CAGLIARI,ITALY,4,39.251,9.054
HECA,CAI,CAIRO INTERNATIONAL,CAIRO,EGYPT,117,30.122,31.406
SVCN,CAJ,CANAIMA,CANAIMA,VENEZUELA,442,6.232,-62.854
KCAK,CAK,Akron-Canton Regional Airport,AKRON / CANTON,USA,N/A,N/A,N/A
SLCA,CAM,CAMIRI,CAMIRI,BOLIVIA,798,-20.007,-63.527
ZGGG,CAN,BAIYUN,GUANGZHOU,CHINA,12,23.184,113.266
MTCH,CAP,CAP HAITIEN,CAP HAITIEN,HAITI,4,19.732,-72.195
KCAR,CAR,CARIBOU MUNI,CARIBOU,USA,191,46.871,-68.018
GMMC,CAS,ANFA,CASABLANCA,MOROCCO,62,33.553,-7.661
FNCZ,CAV,CAZOMBO,CAZOMBO,ANGOLA,1128,-11.894,22.916
SBCP,CAW,BARTOLOMEU LISANDRO,CAMPOS,BRAZIL,18,-21.698,-41.302
EGNC,CAX,CARLISLE,CARLISLE,ENGLAND,58,54.938,-2.809
SOCA,CAY,ROCHAMBEAU,CAYENNE,FRENCH GUYANA,8,4.82,-52.36
SLCB,CBB,JORGE WILSTERMAN,COCHABAMBA,BOLIVIA,2549,-17.421,-66.177
VECX,CBD,N/A,CAR NICOBAR,INDIA,0,0,0
EGSC,CBG,CAMBRIDGE,CAMBRIDGE,ENGLAND,16,52.205,0.175
DAOC,CBH,N/A,BECHAR,ALGERIA,0,0,0
SVCB,CBL,CIUDAD BOLIVAR,CIUDAD BOLIVAR,VENEZUELA,61,8.122,-63.537
KCBM,CBM,COLUMBUS AFB,COLOMBUS,USA,67,33.644,-88.444
WIIC,CBN,PENGGUNG,CIREBON,INDONESIA,28,-6.756,108.539
RPWC,CBO,N/A,COTABATO,PHILIPPINES,0,0,0
DNCA,CBQ,CALABAR,CALABAR,NIGERIA,65,4.976,8.347
YSCB,CBR,CANBERRA,CANBERRA,AUSTRALIA,576,-35.308,149.194
FNCM,CBT,N/A,CAMABATELA,ANGOLA,0,0,0
MGCB,CBV,COBAN,COBAN,GUATEMALA,1323,15.469,-90.407
LFMK,CCF,SALVAZA,CARCASSONNE,FRANCE,132,43.216,2.306
SCCC,CCH,CHILE CHICO,CHILE CHICO,CHILE,327,-46.582,-71.698
VOCL,CCJ,CALICUT,CALICUT,INDIA,101,11.136,75.955
OACC,CCN,N/A,CHAKHCHARAN,AFGHANISTAN,0,0,0
SCIE,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,CHILE,8,-36.773,-73.063
SVMI,CCS,SIMON BOLIVAR INTERNATIONAL,CARACAS,VENEZUELA,72,10.603,-66.991
VECC,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,7,22.655,88.447
NVSF,CCV,N/A,CRAIG COVE,VANUATU,0,0,0
MYBC,CCZ,CHUB CAY,CHUB CAY,BAHAMAS,2,25.417,-77.881
PACD,CDB,COLD BAY,COLD BAY,USA,30,55.206,-162.724
KCDC,CDC,CEDAR CITY RGNL,CEDAR CITY,USA,1714,37.701,-113.099
LFPG,CDG,CHARLES DE GAULLE,PARIS,FRANCE,120,49.013,2.55
SBAA,CDJ,UNKNOWN,CONCEICAO DO ARAGUAIA,BRAZIL,200,-8.348,-49.301
VOCP,CDP,CUDDAPAH,CUDDAPAH,INDIA,132,14.51,78.773
KCDS,CDS,CHILDRESS MUNI,CHILDRESS,USA,596,34.434,-100.288
YSCN,CDU,CAMDEN,CAMDEN,AUSTRALIA,71,-34.04,150.687
PACV,CDV,MERLE K MUDHOLE SMITH,CORDOVA,USA,13,60.492,-145.477
RPMC,CEB,COTABATO,CEBU,PHILIPPINES,58,7.165,124.21
KCEF,CEF,WESTOVER ARB METROPOLITAN,CHICOPEE FALLS,USA,75,42.198,-72.534
EGNR,CEG,HAWARDEN,HAWARDEN,ENGLAND,11,53.178,-2.978
USCC,CEK,BALANDINO,CHELYABINSK,RUSSIA,235,55.303,61.507
MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,MEXICO,75,27.392,-109.833
FNWK,CEO,N/A,WAKO KUNGO,ANGOLA,0,0,0
SLCP,CEP,CONCEPCION,CONCEPTION,BOLIVIA,498,-16.143,-62.026
LFMD,CEQ,MANDELIEU,CANNES,FRANCE,4,43.542,6.953
LFRC,CER,MAUPERTUS,CHERBOURG,FRANCE,140,49.65,-1.47
LFOU,CET,LE PONTREAU,CHOLET,FRANCE,136,47.082,-0.877
KCEW,CEW,BOB SIKES,CRESTVIEW,USA,65,30.779,-86.522
KCFD,CFD,COULTER FLD,BRYAN,USA,112,30.716,-96.331
LFLC,CFE,AUVERGNE,CLERMONT FERRAND,FRANCE,333,45.786,3.169
MUCF,CFG,JAIME GONZALEZ,CIENFUEGOS,CUBA,32,22.15,-80.414
LFRK,CFR,CARPIQUET,CAEN,FRANCE,79,49.173,-0.45
YSCH,CFS,COFFS HARBOUR,COFF'S HARBOUR,AUSTRALIA,6,-30.321,153.116
LGKR,CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,2,39.602,19.912
SBCY,CGB,MARECHAL RONDON,CUIABA,BRAZIL,188,-15.653,-56.117
SBSP,CGH,CONGONHAS,SAO PAULO,BRAZIL,802,-23.627,-46.655
WIII,CGK,SOEKARNO HATTA INTERNATIONAL,JAKARTA,INDONESIA,11,-6.126,106.656
EDDK,CGN,KOLN BONN,COLOGNE,GERMANY,93,50.866,7.143
ZHCC,CGO,XINZHENG,ZHENGZHOU,CHINA,151,34.519,113.841
VGEG,CGP,SHAH AMANAT INTERNATIONAL,CHITTAGONG,BANGLADESH,4,22.249,91.813
ZYRD,CGQ,N/A,CHANGCHUN,CHINA,0,0,0
SBCG,CGR,CAMPO GRANDE,CAMPO GRANDE,BRAZIL,559,-20.469,-54.672
RPML,CGY,CAGAYAN DE ORO,LADAG,PHILIPPINES,186,8.414,124.611
KCHA,CHA,LOVELL FLD,CHATTANOOGA,USA,208,35.035,-85.204
NZCH,CHC,CHRISTCHURCH INTERNATIONAL,CHRISTCHURCH,NEW ZEALAND,38,-43.489,172.532
SPPY,CHH,CHACHAPOYAS,CHACHAPOYAS,PERU,2529,-6.202,-77.856
SPEO,CHM,TENIENTE FAP JAIME A DE MONTR MORALES,CHIMBOTE,PERU,22,-9.151,-78.524
KCHO,CHO,Charlottesville–Albemarle Airport,CHARLOTTESVILLE,USA,N/A,N/A,N/A
LGSA,CHQ,SOUDA,CHANIA,GREECE,150,35.532,24.149
LFLX,CHR,DEOLS,CHATEAUROUX,FRANCE,162,46.862,1.731
KCHS,CHS,CHARLESTON AFB INTERNATIONAL,CHARLESTON,USA,14,32.899,-80.04
NZCI,CHT,CHATHAM ISLANDS,CHATHAM ISLAND,NEW ZEALAND,14,-43.81,-176.457
MPCH,CHX,CAP MANUEL NINO INTERNATIONAL,CHANGUINOLA,PANAMA,6,9.459,-82.517
LIRA,CIA,CIAMPINO,ROME,ITALY,131,41.799,12.595
KCIC,CIC,CHICO MUNI,CHICO,USA,73,39.795,-121.858
KCID,CID,Eastern Iowa Airport,CEDAR RAPIDS,USA,N/A,N/A,N/A
ZBCF,CIF,N/A,CHIFENG,CHINA,0,0,0
ZBCZ,CIH,N/A,CHANGZHI,CHINA,0,0,0
SLCO,CIJ,CAPITAN ANIBAL ARAB,COBIJA,BOLIVIA,271,-11.04,-68.783
FLCP,CIP,N/A,CHIPATA,ZAMBIA,0,0,0
PCIS,CIS,CANTON ISLAND AIRPORT,CANTON ISLAND,PHOENIX ISL.,0,-2.767,0
UAII,CIT,SHYMKENT,CHIMKENT,RUSSIA,423,42.364,69.479
KCIU,CIU,Chippewa County International Airport,SAULT STE. MARIE,USA,N/A,N/A,N/A
TVSC,CIW,CANOUAN,CANOUAN ISLAND,ST.VINCENT/GRENADINES,5,12.699,-61.342
SPHI,CIX,CAPT JOSE ABELARDO QUINONES GONZALES,CHICLAYO,PERU,29,-6.787,-79.828
SPJB,CJA,N/A,CAJABAMBA,PERU,0,0,0
VOCB,CJB,COIMBATORE,COIMBATORE,INDIA,403,11.031,77.044
SCCF,CJC,EL LOA,CALAMA,CHILE,2291,-22.499,-68.904
MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,MEXICO,1172,31.636,-106.429
RKPC,CJU,JEJU INTERNATIONAL,CHEJU,KOREA,36,33.511,126.493
KCKB,CKB,North Central West Virginia Airport (was Harrison-Marion Regional),CLARKSBURG,USA,N/A,N/A,N/A
ZUCK,CKG,JIANGBEI,CHONGQING,CHINA,417,29.719,106.641
DGCY,CKY,N/A,CONAKRY,GHANA,0,0,0
KCLE,CLE,CLEVELAND HOPKINS INTERNATIONAL,CLEVELAND,USA,242,41.412,-81.85
EGYC,CLF,COLTISHALL,COLTISHALL,ENGLAND,21,52.755,1.357
LRCL,CLJ,SOMESENI,CLUJ-NAPOCA,ROMANIA,316,46.785,23.686
KCLL,CLL,EASTERWOOD FLD,COLLEGE STATION,USA,98,30.588,-96.364
SBCI,CLN,CAROLINA,CAROLINA,BRAZIL,173,-7.32,-47.459
SKCL,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,COLOMBIA,964,3.543,-76.381
MMIA,CLQ,COLIMA,COLIMA,MEXICO,723,19.277,-103.577
KCLT,CLT,CHARLOTTE DOUGLAS INTERNATIONAL,CHARLOTTE,USA,229,35.214,-80.943
LFKC,CLY,SAINT CATHERINE,CALVI,CORSE ISL.,64,42.531,8.793
VCBI,CMB,BANDARANAIKE INTERNATIONAL,COLOMBO,SRI LANKA,9,7.181,79.884
MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,MEXICO,4,18.654,-91.799
LFLB,CMF,AIX LES BAINS,CHAMBERY,FRANCE,238,45.638,5.88
SBCR,CMG,CORUMBA INTERNATIONAL,CORUMBA,BRAZIL,141,-19.012,-57.673
KCMH,CMH,PORT COLUMBUS INTERNATIONAL,COLUMBUS,USA,249,39.998,-82.892
KCMI,CMI,University of Illinois - Willard Airport,CHAMPAIGN / URBANA / SAVOY,USA,N/A,N/A,N/A
RCCM,CMJ,N/A,CHIMEI,TAIWAN,0,0,0
GMMN,CMN,MOHAMMED V,CASABLANCA,MOROCCO,200,33.368,-7.588
LFGA,CMR,HOUSSEN,COLMAR,FRANCE,192,48.11,7.359
MUCM,CMW,IGNACIO AGRAMONTE INTERNATIONAL,CAMAGUEY,CUBA,126,21.42,-77.847
KCMX,CMX,Houghton County Memorial Airport,HANCOCK,USA,N/A,N/A,N/A
LRCK,CND,MIHAIL KOGALNICEANU,CONSTANTA,ROMANIA,108,44.362,28.488
SBCF,CNF,TANCREDO NEVES,BELO HORIZONTE,BRAZIL,828,-19.634,-43.969
LFBG,CNG,CHATEAUBERNARD,COGNAC,FRANCE,32,45.658,-0.318
KCNM,CNM,CAVERN CITY AIR TERMINAL,CARLSBAD,USA,1005,32.337,-104.263
SARC,CNQ,CORRIENTES,CORRIENTES,ARGENTINA,62,-27.445,-58.762
YBCS,CNS,CAIRNS INTERNATIONAL,CAIRNS,AUSTRALIA,4,-16.886,145.755
KCNW,CNW,TSTC WACO,WACO,USA,144,31.638,-97.074
KCNY,CNY,Canyonlands Regional Airport,MOAB,USA,N/A,N/A,N/A
SAAC,COC,COMODORO PIERRESTEGUI,CONCORDIA,ARGENTINA,35,-31.297,-57.996
KCOD,COD,Yellowstone Regional Airport,CODY,USA,N/A,N/A,N/A
KCOF,COF,PATRICK AFB,COCO BEACH,USA,3,28.235,-80.61
SKCD,COG,MANDINGA,CONDOTO,COLOMBIA,66,5.072,-76.676
VECO,COH,COOCH BEHAR,COOCH-BEHAR,INDIA,43,26.33,89.467
VOCC,COK,N/A,COCHIN,INDIA,0,0,0
DBBB,COO,COTONOU CADJEHOUN,COTONOU,BENIN,6,6.357,2.384
SACO,COR,AMBROSIO L V TARAVELLA,CORDOBA,ARGENTINA,489,-31.324,-64.208
KCOS,COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,USA,1885,38.806,-104.7
KCOT,COT,COTULLA LA SALLE CO,COTULLA,USA,146,28.458,-99.22
KCOU,COU,COLUMBIA RGNL,COLUMBIA,USA,271,38.818,-92.219
GLCP,CPA,N/A,HARPER,LIBERIA,0,0,0
SAZY,CPC,AVIADOR C CAMPOS,SAN MARTIN DES ANDES,ARGENTINA,784,-40.075,-71.137
MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,MEXICO,10,19.817,-90.5
EKCH,CPH,KASTRUP,COPENHAGEN,DENMARK,6,55.618,12.656
SCHA,CPO,CHAMONATE,COPIAPO,CHILE,291,-27.296,-70.414
KCPR,CPR,NATRONA CO INTERNATIONAL,CASPER,USA,1631,42.908,-106.464
FACT,CPT,CAPE TOWN INTERNATIONAL,CAPE TOWN,SOUTH AFRICA,47,-33.965,18.602
SBKG,CPV,N/A,CAMPINA GRANDE,BRAZIL,0,0,0
TJCP,CPX,N/A,CULEBRA,PUERTO RICO,0,0,0
LFAC,CQF,CALAIS DUNKERQUE,CALAIS,FRANCE,4,50.962,1.955
LRCV,CRA,CRAIOVA,CRAIOVA,ROMANIA,191,44.318,23.889
